"id","courses_id","availability_id","time_start","time_end","spots","pontifex_id","spots_taken","created_at","updated_at"
328,1,2018,"08:30:00","17:00:00",20,0,"","","2020-03-24 08:56:42"
330,1,2021,"08:30:00","17:00:00",0,0,"{""4"":1,""5"":4,""1"":2}","","2020-09-17 09:37:28"
332,1,2023,"08:30:00","17:00:00",20,0,"","","2020-09-14 10:47:26"
336,1,2029,"08:30:00","17:00:00",20,0,"","","2020-03-24 09:11:50"
339,1,2032,"08:30:00","17:00:00",19,0,"{""1"":1}","","2020-09-30 09:56:09"
341,1,2035,"08:30:00","17:00:00",19,0,"{""1"":1}","","2020-10-05 15:52:38"
343,1,2037,"08:30:00","17:00:00",17,0,"{""4"":3}","","2020-09-15 18:38:18"
345,1,2039,"08:30:00","17:00:00",20,0,"","","2020-03-24 09:06:01"
351,1,2048,"08:30:00","17:00:00",2,0,"{""4"":2,""1"":1}","","2020-09-25 10:56:08"
352,1,2049,"08:30:00","17:00:00",0,0,"{""4"":1}","","2020-09-25 10:56:08"
354,1,2051,"08:30:00","17:00:00",5,0,"{""1"":1}","","2020-09-25 10:56:08"
356,1,2054,"08:30:00","17:00:00",18,0,"{""1"":2}","","2020-10-02 19:46:24"
358,1,2056,"08:30:00","17:00:00",18,0,"{""1"":2}","","2020-09-15 17:46:34"
360,1,2058,"08:30:00","17:00:00",0,0,"","","2020-07-24 08:45:57"
365,1,2063,"08:30:00","17:00:00",20,0,"","","2020-07-24 08:45:57"
369,1,2208,"","",14,0,"{""1"":3,""4"":2,""27"":1}","","2020-09-30 22:46:51"
371,1,2210,"","",20,0,"","","2020-10-01 08:19:50"
372,1,2211,"","",19,0,"{""1"":1}","","2020-10-01 08:19:50"
373,1,2212,"","",11,0,"{""8"":1,""2"":4,""1"":4}","","2020-09-15 11:47:58"
374,1,2213,"","",20,0,"","","2020-10-01 08:19:50"
375,1,2214,"","",20,0,"","","2020-10-01 08:19:50"
376,1,2215,"","",11,0,"{""4"":3,""11"":2,""1"":1}","","2020-10-05 14:40:32"
378,1,2217,"","",8,0,"{""4"":1,""1"":1}","","2020-09-25 15:38:18"
379,1,2218,"","",4,0,"{""1"":12,""4"":1}","","2020-09-25 15:38:18"
380,1,2219,"","",10,0,"","","2020-09-25 15:38:18"
381,1,2220,"","",10,0,"","","2020-09-25 15:38:18"
382,1,2221,"","",6,0,"{""1"":3,""4"":1}","","2020-09-25 15:38:18"
383,1,2222,"","",2,0,"{""4"":4,""1"":2}","","2020-09-22 19:43:01"
384,1,2223,"","",8,0,"{""1"":1}","","2020-10-05 10:49:22"
386,1,2225,"","",9,0,"","","2020-10-05 10:49:22"
387,1,2226,"","",9,0,"","","2020-10-05 10:49:22"
388,1,2227,"","",0,0,"{""1"":7,""4"":1,""45"":1}","","2020-10-05 11:35:32"
389,1,2228,"","",0,0,"{""4"":4,""1"":2,""12"":1}","","2020-09-09 13:13:35"
390,1,2229,"","",9,0,"","","2020-10-05 10:49:22"
391,1,2230,"","",9,0,"","","2020-10-05 10:49:22"
392,1,2231,"","",2,0,"{""4"":1,""11"":2}","","2020-10-05 10:49:22"
393,1,2232,"","",0,0,"{""11"":3,""1"":5,""4"":2,""2"":10}","","2020-09-28 08:48:00"
394,1,2233,"","",0,0,"{""1"":2,""4"":3,""12"":1,""45"":1}","","2020-09-30 12:52:10"
396,1,2235,"","",9,0,"{""1"":1}","","2020-10-05 16:05:23"
397,1,2236,"","",9,0,"{""4"":1}","","2020-10-05 10:48:55"
398,1,2237,"","",0,0,"{""4"":2,""1"":8}","","2020-09-30 12:52:10"
399,1,2238,"","",0,0,"{""4"":4,""1"":1,""45"":1}","","2020-09-09 09:00:58"
400,1,2239,"","",10,0,"","","2020-09-30 12:52:10"
401,1,2240,"","",5,0,"{""1"":2,""4"":1}","","2020-10-02 10:32:06"
402,1,2241,"","",0,0,"{""1"":6,""4"":2}","","2020-10-02 11:25:49"
404,1,2243,"","",13,0,"","","2020-10-02 11:25:49"
405,1,2244,"","",13,0,"{""1"":1}","","2020-10-02 11:25:49"
406,1,2245,"","",11,0,"{""1"":2}","","2020-10-02 11:25:49"
407,1,2246,"","",6,0,"{""4"":4}","","2020-10-03 14:37:54"
409,1,2248,"","",9,0,"{""1"":1}","","2020-09-24 19:43:56"
410,1,2249,"","",9,0,"{""1"":1}","","2020-09-29 09:19:01"
411,1,2250,"","",0,0,"{""1"":4,""4"":4}","","2020-10-01 17:06:38"
413,1,2252,"","",7,0,"{""4"":1}","","2020-10-01 11:29:02"
414,1,2253,"","",7,0,"{""1"":1}","","2020-09-28 14:49:20"
415,1,2254,"","",20,0,"","","2020-09-21 09:04:18"
416,1,2255,"","",1,0,"{""12"":3,""4"":2,""1"":3}","","2020-09-21 09:04:18"
417,1,2256,"","",18,0,"{""11"":1,""4"":1}","","2020-09-28 09:33:20"
418,1,2257,"","",0,0,"{""4"":1,""1"":6}","","2020-09-24 11:58:00"
419,1,2258,"","",0,0,"{""1"":6,""4"":2,""12"":1}","","2020-09-23 09:22:29"
421,1,2260,"","",8,0,"","","2020-09-23 09:22:29"
422,1,2261,"","",15,0,"","","2020-09-25 10:21:52"
423,1,2262,"","",12,0,"{""1"":2,""11"":1}","","2020-10-01 10:54:12"
425,1,2264,"","",14,0,"{""1"":1}","","2020-09-28 13:52:39"
427,1,2266,"","",15,0,"","","2020-09-25 10:21:52"
428,1,2267,"","",8,0,"{""4"":2,""1"":5}","","2020-10-02 14:59:36"
429,1,2268,"","",14,0,"{""6"":1}","","2020-10-02 14:18:53"
430,1,2269,"","",0,0,"{""1"":11,""4"":3,""11"":2}","","2020-10-02 13:15:23"
431,1,2270,"","",14,0,"{""4"":1}","","2020-09-25 10:21:52"
432,1,2271,"","",5,0,"{""1"":4,""4"":3,""6"":1,""5"":1}","","2020-09-11 13:54:20"
433,1,2272,"","",15,0,"","","2020-09-25 10:21:52"
434,1,2273,"","",12,0,"{""1"":3}","","2020-09-25 10:21:52"
435,1,2274,"","",9,0,"{""6"":1,""1"":1,""11"":2,""2"":1,""4"":1}","","2020-10-05 14:54:32"
436,1,2275,"","",5,0,"{""1"":1,""4"":9,""2"":1,""12"":7}","","2020-09-21 11:34:26"
437,1,2276,"","",15,0,"","","2020-09-25 10:21:52"
438,1,2277,"","",14,0,"{""1"":1}","","2020-09-25 10:21:52"
439,1,2278,"","",13,0,"{""1"":1,""4"":1}","","2020-09-25 10:21:52"
440,1,2279,"","",0,0,"{""6"":2,""4"":17,""1"":2,""45"":1}","","2020-09-28 11:40:42"
441,1,2280,"","",15,0,"","","2020-09-25 10:21:52"
442,1,2297,"","",0,0,"{""1"":9,""4"":2}","","2020-10-05 09:05:24"
443,1,2298,"","",6,0,"{""1"":3,""4"":2,""12"":1}","","2020-09-10 09:48:38"
444,1,2299,"","",10,0,"{""4"":2}","","2020-10-05 09:05:24"
445,1,2300,"","",12,0,"","","2020-10-05 09:05:24"
446,1,2301,"","",8,0,"{""4"":3,""1"":1}","","2020-09-24 15:23:27"
447,1,2302,"","",12,0,"","","2020-10-05 09:05:24"
448,1,2303,"","",10,0,"{""4"":1,""2"":1}","","2020-10-05 09:05:24"
449,1,2304,"","",16,0,"{""4"":2,""12"":1,""1"":1}","","2020-09-28 17:33:01"
450,1,2305,"","",19,0,"{""1"":1}","","2020-09-16 11:52:46"
451,1,2306,"","",9,0,"{""1"":7,""4"":3,""11"":1}","","2020-10-05 13:30:51"
452,1,2307,"","",13,0,"{""4"":1,""1"":6}","","2020-09-11 15:44:19"
453,1,2308,"","",2,0,"{""1"":4,""4"":11}","","2020-09-18 16:04:38"
454,1,2309,"","",8,0,"","","2020-10-02 09:10:51"
455,1,2310,"","",7,0,"{""4"":1}","","2020-10-02 09:10:51"
456,1,2311,"","",8,0,"","","2020-10-02 09:10:51"
458,1,2313,"","",16,0,"","","2020-09-25 15:04:09"
459,1,2314,"","",15,0,"{""1"":1}","","2020-09-25 15:04:09"
460,1,2315,"","",0,0,"{""3"":2,""4"":1,""1"":1}","","2020-09-25 15:04:09"
478,1,2553,"08:00:00","17:00:00",7,0,"{""4"":2}","","2020-10-05 10:49:22"
479,1,2554,"08:00:00","17:00:00",0,0,"","","2020-10-05 10:49:22"
480,1,2555,"08:00:00","17:00:00",0,0,"{""1"":4}","","2020-09-09 13:13:35"
481,1,2556,"08:00:00","17:00:00",9,0,"","","2020-10-05 10:49:22"
875,2,579,"19:00:00","20:00:00",5,18975,"{""11"":1}","","2020-10-05 16:00:07"
885,2,635,"19:00:00","20:00:00",3,18761,"","","2020-10-05 16:00:04"
886,2,636,"19:00:00","20:00:00",3,19124,"","","2020-10-05 16:00:05"
887,2,637,"19:00:00","20:00:00",11,18762,"","","2020-10-05 16:00:07"
888,2,638,"19:00:00","20:00:00",13,19125,"","","2020-10-05 16:00:07"
889,2,639,"19:00:00","20:00:00",11,18763,"","","2020-10-05 16:00:08"
891,2,651,"19:00:00","20:00:00",6,18508,"","","2020-10-05 16:00:05"
892,2,652,"19:00:00","20:00:00",13,18509,"","","2020-10-05 16:00:07"
896,2,679,"19:00:00","20:00:00",10,19104,"","","2020-10-05 16:00:07"
906,2,736,"19:00:00","20:00:00",9,19186,"","","2020-10-05 16:00:05"
907,2,737,"19:00:00","20:00:00",8,19187,"","","2020-10-05 16:00:05"
908,2,738,"19:00:00","20:00:00",4,19188,"","","2020-10-05 16:00:06"
909,2,739,"19:00:00","20:00:00",7,19189,"","","2020-10-05 16:00:06"
910,2,740,"19:00:00","20:00:00",7,19190,"","","2020-10-05 16:00:07"
911,2,741,"19:00:00","20:00:00",8,19191,"","","2020-10-05 16:00:07"
912,2,742,"19:00:00","20:00:00",8,19192,"","","2020-10-05 16:00:07"
913,2,743,"19:00:00","20:00:00",9,19193,"","","2020-10-05 16:00:08"
918,2,801,"17:30:00","18:30:00",7,19986,"{""11"":2}","","2020-10-05 16:00:05"
919,2,802,"19:00:00","20:00:00",7,19543,"","","2020-10-05 16:00:06"
920,2,803,"17:30:00","18:30:00",12,19987,"","","2020-10-05 16:00:07"
921,2,805,"19:00:00","20:00:00",10,19544,"","","2020-10-05 16:00:08"
931,2,841,"17:30:00","18:30:00",18,20022,"","","2020-10-05 16:00:05"
932,2,842,"19:00:00","20:00:00",15,18912,"","","2020-10-05 16:00:05"
933,2,843,"19:00:00","20:00:00",6,20035,"{""11"":1}","","2020-10-05 16:00:06"
934,2,844,"17:30:00","18:30:00",20,20023,"","","2020-10-05 16:00:06"
935,2,845,"17:30:00","18:30:00",8,20049,"{""11"":1}","","2020-10-05 16:00:06"
936,2,846,"19:00:00","20:00:00",12,20036,"","","2020-10-05 16:00:07"
937,2,847,"19:00:00","20:00:00",20,18913,"","","2020-10-05 16:00:07"
938,2,848,"17:30:00","18:30:00",20,20024,"","","2020-10-05 16:00:08"
944,2,871,"19:00:00","20:00:00",5,18951,"{""12"":1}","","2020-10-05 16:00:04"
946,2,873,"19:00:00","20:00:00",11,18952,"","","2020-10-05 16:00:06"
947,2,874,"19:00:00","20:00:00",4,18895,"","","2020-10-05 16:00:07"
948,2,875,"19:00:00","20:00:00",11,18953,"","","2020-10-05 16:00:08"
951,2,893,"19:00:00","20:00:00",6,20129,"","","2020-10-05 16:00:05"
952,2,894,"19:00:00","20:00:00",8,20130,"","","2020-10-05 16:00:07"
953,2,895,"19:00:00","20:00:00",10,20131,"","","2020-10-05 16:00:08"
955,2,907,"17:30:00","18:30:00",5,19112,"","","2020-10-05 16:00:04"
956,2,908,"17:30:00","18:30:00",8,19113,"","","2020-10-05 16:00:06"
959,2,919,"19:00:00","20:00:00",9,18904,"","","2020-10-05 16:00:06"
960,2,920,"19:00:00","20:00:00",9,18905,"","","2020-10-05 16:00:08"
963,2,934,"19:00:00","20:00:00",7,18689,"","","2020-10-05 16:00:04"
964,2,935,"19:00:00","20:00:00",5,19975,"","","2020-10-05 16:00:05"
965,2,936,"19:00:00","20:00:00",12,18690,"","","2020-10-05 16:00:07"
966,2,937,"19:00:00","20:00:00",12,19976,"","","2020-10-05 16:00:07"
1055,2,1313,"19:00:00","20:00:00",10,24254,"","","2020-10-05 16:00:04"
1056,2,1314,"19:00:00","20:00:00",5,18584,"","","2020-10-05 16:00:04"
1058,2,1316,"16:00:00","17:00:00",12,19863,"","","2020-10-05 16:00:04"
1059,2,1317,"19:00:00","20:00:00",4,19778,"","","2020-10-05 16:00:04"
1060,2,1318,"16:00:00","17:00:00",12,24258,"{""2"":1}","","2020-10-05 16:00:04"
1061,2,1319,"16:00:00","17:00:00",4,18311,"{""11"":1}","","2020-10-05 16:00:04"
1062,2,1320,"10:00:00","11:00:00",10,19929,"","","2020-10-05 16:00:04"
1064,2,1322,"16:00:00","17:00:00",12,19864,"","","2020-10-05 16:00:04"
1065,2,1323,"19:00:00","20:00:00",8,18547,"","","2020-10-05 16:00:04"
1066,2,1324,"19:00:00","20:00:00",12,24260,"{""11"":1}","","2020-10-05 16:00:04"
1067,2,1325,"19:00:00","20:00:00",7,18585,"","","2020-10-05 16:00:04"
1068,2,1326,"16:00:00","17:00:00",13,19865,"","","2020-10-05 16:00:04"
1069,2,1327,"19:00:00","20:00:00",10,19779,"","","2020-10-05 16:00:04"
1070,2,1328,"16:00:00","17:00:00",6,24263,"","","2020-10-05 16:00:04"
1071,2,1329,"10:00:00","11:00:00",13,19930,"","","2020-10-05 16:00:04"
1072,2,1330,"16:00:00","17:00:00",12,19866,"","","2020-10-05 16:00:04"
1073,2,1331,"19:00:00","20:00:00",12,24266,"","","2020-10-05 16:00:04"
1076,2,1334,"16:00:00","17:00:00",12,19867,"","","2020-10-05 16:00:04"
1077,2,1335,"19:00:00","20:00:00",11,19780,"{""11"":1}","","2020-10-05 16:00:04"
1078,2,1336,"16:00:00","17:00:00",13,24269,"","","2020-10-05 16:00:04"
1079,2,1337,"10:00:00","11:00:00",12,19931,"","","2020-10-05 16:00:04"
1080,2,1338,"16:00:00","17:00:00",12,19868,"","","2020-10-05 16:00:04"
1081,2,1339,"19:00:00","20:00:00",13,24271,"","","2020-10-05 16:00:05"
1082,2,1340,"19:00:00","20:00:00",8,18587,"","","2020-10-05 16:00:05"
1083,2,1341,"16:00:00","17:00:00",11,19869,"","","2020-10-05 16:00:05"
1084,2,1342,"19:00:00","20:00:00",11,19781,"","","2020-10-05 16:00:05"
1085,2,1343,"16:00:00","17:00:00",13,24274,"","","2020-10-05 16:00:05"
1086,2,1344,"16:00:00","17:00:00",4,18312,"","","2020-10-05 16:00:05"
1087,2,1345,"10:00:00","11:00:00",13,19932,"","","2020-10-05 16:00:05"
1088,2,1346,"16:00:00","17:00:00",13,19870,"","","2020-10-05 16:00:05"
1089,2,1347,"19:00:00","20:00:00",13,24277,"","","2020-10-05 16:00:05"
1090,2,1348,"19:00:00","20:00:00",9,18588,"","","2020-10-05 16:00:05"
1091,2,1349,"16:00:00","17:00:00",12,19871,"","","2020-10-05 16:00:05"
1092,2,1350,"19:00:00","20:00:00",12,19782,"","","2020-10-05 16:00:05"
1093,2,1351,"16:00:00","17:00:00",11,24283,"","","2020-10-05 16:00:05"
1094,2,1352,"10:00:00","11:00:00",13,19933,"","","2020-10-05 16:00:05"
1095,2,1353,"16:00:00","17:00:00",13,19872,"","","2020-10-05 16:00:05"
1096,2,1354,"19:00:00","20:00:00",12,18548,"","","2020-10-05 16:00:05"
1097,2,1355,"19:00:00","20:00:00",13,24285,"","","2020-10-05 16:00:05"
1098,2,1356,"19:00:00","20:00:00",10,18589,"","","2020-10-05 16:00:05"
1100,2,1358,"16:00:00","17:00:00",13,19873,"","","2020-10-05 16:00:06"
1101,2,1359,"19:00:00","20:00:00",12,19783,"","","2020-10-05 16:00:06"
1102,2,1360,"16:00:00","17:00:00",12,24288,"","","2020-10-05 16:00:06"
1103,2,1363,"16:00:00","17:00:00",13,19874,"","","2020-10-05 16:00:06"
1104,2,1364,"19:00:00","20:00:00",13,24290,"","","2020-10-05 16:00:06"
1105,2,1365,"19:00:00","20:00:00",9,18590,"","","2020-10-05 16:00:06"
1106,2,1366,"16:00:00","17:00:00",12,19875,"","","2020-10-05 16:00:06"
1107,2,1367,"19:00:00","20:00:00",12,19784,"","","2020-10-05 16:00:06"
1108,2,1368,"16:00:00","17:00:00",13,24293,"","","2020-10-05 16:00:06"
1109,2,1369,"16:00:00","17:00:00",9,18313,"","","2020-10-05 16:00:06"
1110,2,1370,"10:00:00","11:00:00",13,19935,"","","2020-10-05 16:00:06"
1111,2,1371,"16:00:00","17:00:00",13,19876,"","","2020-10-05 16:00:06"
1112,2,1372,"19:00:00","20:00:00",13,24295,"","","2020-10-05 16:00:06"
1113,2,1373,"19:00:00","20:00:00",9,18591,"","","2020-10-05 16:00:06"
1115,2,1375,"16:00:00","17:00:00",13,19877,"","","2020-10-05 16:00:06"
1116,2,1376,"19:00:00","20:00:00",13,19785,"","","2020-10-05 16:00:07"
1117,2,1377,"16:00:00","17:00:00",13,24298,"","","2020-10-05 16:00:07"
1118,2,1378,"10:00:00","11:00:00",13,19936,"","","2020-10-05 16:00:07"
1119,2,1379,"16:00:00","17:00:00",13,19878,"","","2020-10-05 16:00:07"
1120,2,1380,"19:00:00","20:00:00",12,24300,"","","2020-10-05 16:00:07"
1121,2,1381,"19:00:00","20:00:00",10,18592,"","","2020-10-05 16:00:07"
1122,2,1382,"16:00:00","17:00:00",12,19879,"","","2020-10-05 16:00:07"
1123,2,1383,"19:00:00","20:00:00",13,19786,"","","2020-10-05 16:00:07"
1124,2,1384,"16:00:00","17:00:00",13,24303,"","","2020-10-05 16:00:07"
1125,2,1385,"10:00:00","11:00:00",13,19937,"","","2020-10-05 16:00:07"
1126,2,1386,"16:00:00","17:00:00",13,19880,"","","2020-10-05 16:00:07"
1127,2,1387,"19:00:00","20:00:00",13,24305,"","","2020-10-05 16:00:07"
1128,2,1388,"19:00:00","20:00:00",10,18593,"","","2020-10-05 16:00:07"
1130,2,1390,"16:00:00","17:00:00",13,19881,"","","2020-10-05 16:00:07"
1131,2,1391,"19:00:00","20:00:00",13,19787,"","","2020-10-05 16:00:08"
1132,2,1392,"16:00:00","17:00:00",12,24308,"","","2020-10-05 16:00:08"
1133,2,1393,"16:00:00","17:00:00",6,18314,"","","2020-10-05 16:00:08"
1135,2,1395,"10:00:00","11:00:00",13,19938,"","","2020-10-05 16:00:08"
1136,2,1396,"16:00:00","17:00:00",13,19882,"","","2020-10-05 16:00:08"
1137,2,1397,"19:00:00","20:00:00",14,18549,"","","2020-10-05 16:00:08"
1138,2,1398,"19:00:00","20:00:00",13,24310,"","","2020-10-05 16:00:08"
1139,2,1399,"19:00:00","20:00:00",10,18594,"","","2020-10-05 16:00:08"
1140,2,1400,"16:00:00","17:00:00",12,19883,"","","2020-10-05 16:00:08"
1141,2,1401,"19:00:00","20:00:00",13,19788,"","","2020-10-05 16:00:08"
1142,2,1402,"16:00:00","17:00:00",13,24313,"","","2020-10-05 16:00:08"
1143,2,1403,"10:00:00","11:00:00",13,19939,"","","2020-10-05 16:00:08"
1144,2,1404,"16:00:00","17:00:00",13,19884,"","","2020-10-05 16:00:08"
1145,2,1405,"19:00:00","20:00:00",13,24315,"","","2020-10-05 16:00:08"
1147,2,1407,"19:00:00","20:00:00",10,18595,"","","2020-10-05 16:00:08"
1148,2,1408,"16:00:00","17:00:00",13,19885,"","","2020-10-05 16:00:08"
1149,2,1409,"16:00:00","17:00:00",13,19886,"","","2020-10-05 16:00:08"
1150,2,1410,"19:00:00","20:00:00",13,24318,"","","2020-10-05 16:00:08"
1151,2,1411,"10:00:00","11:00:00",13,24319,"","","2020-10-05 16:00:08"
1177,2,1550,"19:00:00","20:00:00",7,19082,"","","2020-10-05 16:00:04"
1178,2,1551,"19:00:00","20:00:00",6,18939,"","","2020-10-05 16:00:04"
1179,2,1552,"19:00:00","20:00:00",10,18614,"","","2020-10-05 16:00:04"
1181,2,1554,"19:00:00","20:00:00",10,19083,"{""11"":1}","","2020-10-05 16:00:04"
1182,2,1555,"17:45:00","18:45:00",7,18935,"","","2020-10-05 16:00:05"
1183,2,1556,"19:00:00","20:00:00",7,19084,"","","2020-10-05 16:00:05"
1184,2,1557,"19:00:00","20:00:00",9,18615,"","","2020-10-05 16:00:05"
1186,2,1561,"19:00:00","20:00:00",12,19085,"","","2020-10-05 16:00:05"
1187,2,1562,"19:00:00","20:00:00",12,19086,"","","2020-10-05 16:00:06"
1188,2,1563,"19:00:00","20:00:00",8,18940,"","","2020-10-05 16:00:06"
1189,2,1564,"19:00:00","20:00:00",12,18616,"","","2020-10-05 16:00:06"
1190,2,1565,"19:00:00","20:00:00",7,18281,"","","2020-10-05 16:00:06"
1191,2,1566,"19:00:00","20:00:00",12,19087,"","","2020-10-05 16:00:06"
1192,2,1567,"17:45:00","18:45:00",7,18936,"","","2020-10-05 16:00:06"
1193,2,1568,"19:00:00","20:00:00",14,18617,"","","2020-10-05 16:00:06"
1194,2,1569,"19:00:00","20:00:00",15,19088,"","","2020-10-05 16:00:06"
1195,2,1570,"19:00:00","20:00:00",8,18282,"","","2020-10-05 16:00:07"
1196,2,1572,"19:00:00","20:00:00",14,19089,"","","2020-10-05 16:00:07"
1197,2,1574,"19:00:00","20:00:00",13,18618,"","","2020-10-05 16:00:07"
1198,2,1575,"19:00:00","20:00:00",14,19090,"","","2020-10-05 16:00:07"
1199,2,1576,"19:00:00","20:00:00",7,18941,"","","2020-10-05 16:00:07"
1200,2,1577,"19:00:00","20:00:00",6,18283,"","","2020-10-05 16:00:07"
1201,2,1578,"17:45:00","18:45:00",8,18937,"","","2020-10-05 16:00:08"
1202,2,1579,"19:00:00","20:00:00",15,19091,"","","2020-10-05 16:00:08"
1203,2,1580,"19:00:00","20:00:00",14,18619,"","","2020-10-05 16:00:08"
1204,2,1581,"19:00:00","20:00:00",15,19092,"","","2020-10-05 16:00:08"
1212,2,1610,"17:30:00","18:30:00",5,20402,"{""2"":1}","","2020-10-05 16:00:04"
1213,2,1611,"17:30:00","18:30:00",8,20390,"","","2020-10-05 16:00:05"
1214,2,1612,"19:00:00","20:00:00",9,20369,"","","2020-10-05 16:00:05"
1215,2,1613,"17:30:00","18:30:00",11,20403,"","","2020-10-05 16:00:06"
1216,2,1614,"17:30:00","18:30:00",10,20391,"","","2020-10-05 16:00:06"
1217,2,1615,"19:00:00","20:00:00",11,20370,"","","2020-10-05 16:00:07"
1218,2,1616,"17:30:00","18:30:00",11,20392,"","","2020-10-05 16:00:08"
1219,2,1617,"17:30:00","18:30:00",13,20404,"","","2020-10-05 16:00:08"
1223,2,1638,"19:00:00","20:00:00",6,18106,"","","2020-10-05 16:00:04"
1224,2,1639,"16:00:00","17:00:00",7,18096,"","","2020-10-05 16:00:05"
1225,2,1640,"19:00:00","20:00:00",8,18107,"","","2020-10-05 16:00:06"
1226,2,1641,"16:00:00","17:00:00",9,18097,"","","2020-10-05 16:00:07"
1227,2,1642,"19:00:00","20:00:00",9,18108,"","","2020-10-05 16:00:08"
1242,2,1699,"17:30:00","18:30:00",11,20590,"","","2020-10-05 16:00:04"
1247,2,1704,"19:00:00","20:00:00",13,20536,"","","2020-10-05 16:00:05"
1249,2,1706,"19:00:00","20:00:00",9,18752,"","","2020-10-05 16:00:05"
1251,2,1708,"17:30:00","18:30:00",6,20592,"","","2020-10-05 16:00:06"
1252,2,1709,"16:00:00","17:00:00",6,20524,"","","2020-10-05 16:00:06"
1253,2,1710,"19:00:00","20:00:00",16,20537,"","","2020-10-05 16:00:07"
1254,2,1711,"19:00:00","20:00:00",13,18753,"","","2020-10-05 16:00:07"
1255,2,1712,"17:30:00","18:30:00",12,20593,"","","2020-10-05 16:00:07"
1256,2,1713,"19:00:00","20:00:00",9,18682,"{""2"":1}","","2020-10-05 16:00:08"
1257,2,1714,"16:00:00","17:00:00",8,20525,"","","2020-10-05 16:00:08"
1265,2,1751,"16:00:00","17:00:00",10,18963,"","","2020-10-05 16:00:05"
1266,2,1752,"16:00:00","17:00:00",9,18227,"","","2020-10-05 16:00:06"
1267,2,1753,"16:00:00","17:00:00",11,18964,"","","2020-10-05 16:00:07"
1268,2,1754,"16:00:00","17:00:00",10,18228,"","","2020-10-05 16:00:08"
1269,2,1755,"16:00:00","17:00:00",12,18965,"","","2020-10-05 16:00:08"
1301,2,1875,"17:30:00","18:30:00",7,19580,"{""11"":1,""32"":1}","","2020-10-05 16:00:04"
1302,2,1876,"17:30:00","18:30:00",8,20043,"{""2"":1}","","2020-10-05 16:00:04"
1303,2,1877,"19:00:00","20:00:00",15,19602,"","","2020-10-05 16:00:04"
1304,2,1878,"17:30:00","18:30:00",4,20376,"","","2020-10-05 16:00:04"
1307,2,1881,"10:00:00","11:00:00",16,19560,"","","2020-10-05 16:00:04"
1308,2,1882,"17:30:00","18:30:00",5,20598,"{""11"":3}","","2020-10-05 16:00:04"
1309,2,1883,"17:30:00","18:30:00",16,19581,"","","2020-10-05 16:00:04"
1310,2,1884,"17:30:00","18:30:00",10,19997,"","","2020-10-05 16:00:04"
1311,2,1885,"17:30:00","18:30:00",8,19135,"","","2020-10-05 16:00:05"
1312,2,1886,"19:00:00","20:00:00",13,19603,"","","2020-10-05 16:00:05"
1314,2,1888,"19:00:00","20:00:00",15,19604,"","","2020-10-05 16:00:05"
1315,2,1889,"19:00:00","20:00:00",4,18700,"","","2020-10-05 16:00:05"
1316,2,1890,"10:00:00","11:00:00",17,19561,"","","2020-10-05 16:00:05"
1317,2,1891,"17:30:00","18:30:00",5,19969,"","","2020-10-05 16:00:05"
1318,2,1892,"19:00:00","20:00:00",9,19038,"","","2020-10-05 16:00:06"
1319,2,1893,"17:30:00","18:30:00",15,19582,"","","2020-10-05 16:00:06"
1320,2,1894,"19:00:00","20:00:00",18,19605,"","","2020-10-05 16:00:06"
1321,2,1895,"17:30:00","18:30:00",19,20008,"","","2020-10-05 16:00:06"
1322,2,1896,"17:30:00","18:30:00",11,19136,"","","2020-10-05 16:00:06"
1323,2,1897,"19:00:00","20:00:00",11,19039,"","","2020-10-05 16:00:06"
1324,2,1898,"17:30:00","18:30:00",18,19583,"","","2020-10-05 16:00:07"
1325,2,1899,"17:30:00","18:30:00",18,19998,"{""11"":1}","","2020-10-05 16:00:07"
1326,2,1900,"17:30:00","18:30:00",8,20044,"","","2020-10-05 16:00:07"
1327,2,1901,"19:00:00","20:00:00",18,19606,"","","2020-10-05 16:00:07"
1329,2,1903,"19:00:00","20:00:00",12,19041,"","","2020-10-05 16:00:07"
1330,2,1904,"17:30:00","18:30:00",16,19584,"","","2020-10-05 16:00:07"
1331,2,1905,"10:00:00","11:00:00",18,19562,"","","2020-10-05 16:00:08"
1332,2,1906,"19:00:00","20:00:00",17,19607,"","","2020-10-05 16:00:08"
1333,2,1907,"17:30:00","18:30:00",15,20599,"","","2020-10-05 16:00:08"
1334,2,1908,"17:30:00","18:30:00",12,20377,"","","2020-10-05 16:00:08"
1335,2,1909,"19:00:00","20:00:00",12,19042,"","","2020-10-05 16:00:08"
1362,2,1971,"19:00:00","20:00:00",10,19012,"","","2020-10-05 16:00:05"
1364,2,1973,"19:00:00","20:00:00",14,19014,"","","2020-10-05 16:00:07"
1365,2,1974,"19:00:00","20:00:00",15,19015,"","","2020-10-05 16:00:08"
1402,2,2120,"19:00:00","20:00:00",7,18529,"","","2020-10-05 16:00:04"
1403,2,2121,"19:00:00","20:00:00",11,18530,"","","2020-10-05 16:00:04"
1404,2,2122,"19:00:00","20:00:00",11,18531,"","","2020-10-05 16:00:05"
1405,2,2123,"19:00:00","20:00:00",13,18532,"","","2020-10-05 16:00:06"
1406,2,2124,"19:00:00","20:00:00",13,18533,"","","2020-10-05 16:00:07"
1407,2,2125,"19:00:00","20:00:00",14,18534,"","","2020-10-05 16:00:08"
